ID_BB_COMPANY,LONG_COMP_NAME,ID_BB_PARENT_CO,LONG_PARENT_COMP_NAME,INDUSTRY_SECTOR,INDUSTRY_GROUP,INDUSTRY_SUBGROUP,CNTRY_OF_DOMICILE,CNTRY_OF_INCORPORATION,CNTRY_OF_RISK,STATE_OF_DOMICILE,STATE_OF_INCORPORATION,COMPANY_ADDRESS,IS_ULT_PARENT,OBLIG_INDUSTRY_SUBGROUP,ACQUIRED_BY_PARENT,COMPANY_TO_PARENT_RELATIONSHIP,ISSUER_NAME_TYPES,ID_BB_ULTIMATE_PARENT_CO,LONG_ULT_PARENT_COMP_NAME,COMPANY_CORP_TICKER,ULT_PARENT_CNTRY_OF_RISK,ULT_PARENT_TICKER_EXCHANGE,ULT_PARENT_CNTRY_INCORPORATION,ULT_PARENT_CNTRY_DOMICILE,INDUSTRY_SUBGROUP_NUM,COMPANY_LEGAL_NAME,OBLIGOR_BBID,ID_BB_GLOBAL_COMPANY,ID_BB_GLOBAL_PARENT_CO,ID_BB_GLOBAL_ULTIMATE_PARENT_CO,ID_BB_GLOBAL_OBLIGOR_COMPANY,ID_BB_GLOBAL_COMPANY_NAME,ID_BB_GLOBAL_PARENT_COMPANY_NAME,ID_BB_GLOBAL_ULT_PARENT_CO_NAME,ID_BB_GLOBAL_OBLIGOR_NAME,INDUSTRY_SECTOR_NUM,INDUSTRY_GROUP_NUM,LEGAL_ENTITY_IDENTIFIER,LEI_ENTITY_STATUS,LEI_LEGAL_FORM,LEI_ASSIGNED_DATE,LEI_LAST_UPDATE,LEI_DISABLED_DATE,LEI_REGISTRATION_ADDRESS,LEI_RECORD_STATE,LEI_MAINTENANCE_STATE,LEI_NEXT_MAINTENANCE_DATE,PARENT_OBLIGOR_ID,PARENT_OBLIGOR_NAME,COUNTRY_RISK_ISO_CODE,ID_REPLACEMENT_IDENTIFIER,COMPANY_WEB_ADDRESS,COMPANY_IS_PRIVATE,ULT_PARENT_CORP_TICKER,LEI_NAME,LEI_ULTIMATE_PARENT_COMPANY,COMPANY_FAX_NUMBER,COMPANY_TEL_NUMBER,ALTERNATE_COMPANY_NAME,PREVIOUS_COMPANY_NAMES,OTHER_LEI_NAME,MANAGING_LOCAL_OPER_UNIT_NAME,MANAGING_LOCAL_OPER_UNIT_LEI,LEI_VALIDATION_SOURCES,ULTIMATE_OBLIGOR_ID,ULTIMATE_OBLIGOR_NAME,ISO_COUNTRY_OF_OBLIGOR,SYNTHETIC_ENTITY_INDICATOR,ISSUER_BBID,COMPANY_STATUS
24935245,Davko Services LLC,, ,"Consumer, Non-cyclical",Commercial Services,Commercial Services,US,US,US,GA,N.A., ,N.A.,Commercial Services,N, ,Company,, , , , , , ,84.0, ,,BBG001NBB5C0,N.A.,N.A.,N.A.,Davko Services LLC,N.A.,N.A.,N.A.,10005.0,20038.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,US, ,www.davkoservices.com,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
21110092,Hong Kong Smartact Ltd,38519586.0,Feishang Anthracite Resources Ltd, , , ,HK,HK,CN,N.A.,N.A., ,N, ,N,Subsidiary,Company,41060367.0,Laitan Investments Ltd, ,VG,1502097D VI,VG,VG,, ,,BBG001H25CG5,BBG005SDDVS6,BBG006Q31QH4,N.A.,Hong Kong Smartact Ltd,Feishang Anthracite Resources,Laitan Investments Ltd,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,CN, ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
60265402,Garde Aramis Icatu Prev FIC FIM,51754724.0,Garde Asset Management Gestao de Recursos Ltda/Fund Parent,N.A.,N.A.,N.A.,BR,BR, ,N.A.,N.A., ,N, ,N,Synthetic Parent,Funds,42484931.0,Garde Asset Management Gestao de Recursos Ltda, ,BR,1247093D BZ,BR,BR,, ,,BBG00KTP53L3,BBG00FF57BH8,BBG0088K6QM1,N.A.,Garde Aramis Icatu Prev FIC FIM,Garde Asset Management Gestao,Garde Asset Management Gestao,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, , , ,N.A., ,N.A.,N.A.,5493007PNSP2P1NUH756, , ,N.A.,;2;1;1;1;Garde Icatu Prev FIC FIM;,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, , 
45824163,Stichting Blue Sky Passive Fixed Income Long Duration UK Corporate Debt Fund,, , , , ,NL,NL,NL,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,Stichting Blue Sky Passive Fixed Income Long Duration UK Corporate Debt Fund,,BBG009BWB7Y2,N.A.,N.A.,N.A.,Stichting Blue Sky Passive Fixed Income Long Duration UK Corporate Debt Fund,N.A.,N.A.,N.A.,,,724500HNNAZ9UL4F8G31,ACTIVE,Stichting,20150602,20160705,N.A.,";2;3;1;1;Prof. E.M. Meijerslaan 1;1;Amstelveen, 1183AV;1;NL;",LAPSED, ,20160602,, ,NL, ,N.A.,Y,N.A.,Stichting Blue Sky Passive Fixed Income Long Duration UK Corporate Debt Fund,N.A., , ,N.A.,N.A., ,Kamer van Koophandel,724500A93Z8V1MJK5349,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
57242175,Stuhr Radgivning ApS,, , , , ,DK,DK,DK,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,Stuhr Radgivning ApS,,BBG00JDV13J7,N.A.,N.A.,N.A.,Stuhr Radgivning ApS,N.A.,N.A.,N.A.,,,254900PF0PF8XNPVQG47,ACTIVE,Anpartsselskab,20171201,20191111,N.A.,";2;3;1;1;Jonstrupvej 239;1;Ballerup, DK-84 2750;1;DK;",ISSUED, ,20201201,, ,DK, ,N.A.,Y,N.A.,STUHR RADGIVNING ApS,N.A., , ,N.A.,N.A., ,EQS Group AG,529900F6BNUR3RJ2WH29,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
57333190,Crownway Capital UnLtd Co,, , , , ,IE,IE,IE,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,Crownway Capital Unlimited Company,,BBG00JF7KWQ5,N.A.,N.A.,N.A.,Crownway Capital UnLtd Co,N.A.,N.A.,N.A.,,,635400WWML1NEZU3KZ12,ACTIVE,Private Unlimited Company,20171115,20191105,N.A.,";2;6;1;1;Millennium Tower;1;Charlotte Quay Dock;1;Ringsend Road;1;Dublin 4;1;Dublin, D04E9H6;1;IE;",ISSUED, ,20201115,, ,IE, ,N.A.,Y,N.A.,Crownway Capital Unlimited Company,N.A., , ,N.A.,N.A., ,The Irish Stock Exchange Plc,635400DZBUIMTBCXGA12,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
62153887,Siitan Grupp OU,, , , , ,EE,EE,EE,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,Siitan Grupp OU,,BBG00M8LX0N4,N.A.,N.A.,N.A.,Siitan Grupp OU,N.A.,N.A.,N.A.,,,8945001813ICPRAC2782,ACTIVE,Osauhing,20181015,20191014,N.A.,;2;3;1;1;Poldheina tee 2-2;1;Harju maakond;1;EE;,ISSUED, ,20201015,, ,EE, ,N.A.,Y,N.A.,SIITAN GRUPP OUe,N.A., , ,N.A.,N.A., ,EQS Group AG,529900F6BNUR3RJ2WH29,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
57395349,Peter Und Alexander Hauss Stiftung,, , , , ,DE,DE,DE,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,, ,,BBG00JFFXJL7,N.A.,N.A.,N.A.,Peter Und Alexander Hauss Stiftung,N.A.,N.A.,N.A.,,,529900OBQZQPLXC2Y277,ACTIVE, ,20171205,20191105,N.A.,";2;3;1;1;Klosterstr.2;1;Stadthagen, DE-NI 31655;1;DE;",ISSUED, ,20201205,, ,DE, ,N.A.,Y,N.A.,Peter und Alexander Hauss Stiftung,N.A., , ,N.A.,N.A., ,"Herausgebergemeinschaft Wertpapier-Mitteilungen Keppler, Lehmann GmbH & Co. KG",5299000J2N45DDNE4Y28,ENTITY_SUPPLIED_ONLY,, ,N.A.,N, ,PRIV
386551,Sandfire Resources America Inc,8627875.0,Sandfire Resources Ltd,Basic Materials,Mining,Metal-Copper,CA,CA,CA,BC,BC,;2;6;1;1;595 Howe Street;1;10th Floor;1;Vancouver;1;BC;1;V6C2T5;1;Canada;,N,Metal-Copper,N,Subsidiary,Company,8627875.0,Sandfire Resources Ltd, ,AU,SFR AU,AU,AU,13.0,Sandfire Resources America Inc.,,BBG001FS77Z8,BBG001H707Y0,BBG001H707Y0,N.A.,Sandfire Resources America Inc,Sandfire Resources Ltd,Sandfire Resources Ltd,N.A.,10002.0,20013.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,8627875.0,Sandfire Resources Ltd,CA, ,www.sandfireamerica.com,N,N.A.,N.A.,213800ZW52P23FVH1V47,1-604-628-1163,1-604-628-1162,N.A.,;2;5;1;1;Amex Ventures Inc;1;Global Sortweb.com Inc;1;Mantra Mining Inc;1;Tintinagold Resources Inc;1;Tintina Resources Inc;,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PUB
27818212,Matthew Marsden Furniture Ltd,, ,"Consumer, Cyclical",Office Furnishings,Office Furnishings-Orig,GB,GB,GB,N.A.,N.A., ,N.A.,Office Furnishings-Orig,N, ,Company,, , , , , , ,254.0, ,,BBG002WRY8M1,N.A.,N.A.,N.A.,Matthew Marsden Furniture Ltd,N.A.,N.A.,N.A.,10004.0,20030.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,GB, ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
58784669,Laurea Media GmbH,, , , , ,DE,DE,DE,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,Laurea Media GmbH,,BBG00JV9PCZ2,N.A.,N.A.,N.A.,Laurea Media GmbH,N.A.,N.A.,N.A.,,,967600ORH7P5X5T7GG10,ACTIVE,Gesellschaft mit beschrankter Haftung,20171221,20200109,N.A.,";2;3;1;1;Goethestr. 51;1;Duesseldorf, DE-NW 40237;1;DE;",ISSUED, ,20210118,, ,DE, ,N.A.,Y,N.A.,Laurea Media GmbH,N.A., , ,N.A.,N.A., ,GS1 AISBL,52990034RLKT0WSOAM90,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
65079615,Ahotu SAS,53462454.0,Mechan Digital AB,Communications,Internet,E-Commerce/Services,FR,FR,SE,N.A.,N.A.,;2;6;1;1;19 rue Bucourt;1; ;1;Saint-Cloud;1; ;1;92210;1;France;,N,E-Commerce/Services,Y,Subsidiary,Company,, , , , , , ,678.0,Ahotu,,BBG00PGF8T65,BBG00GFC6Z16,N.A.,N.A.,Ahotu SAS,Mechan Digital AB,N.A.,N.A.,10003.0,20015.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A., ,marathons.ahotu.com,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
31476748,EA Global Trading Inc,, ,"Consumer, Cyclical",Home Furnishings,Appliances,US,US,US,FL,N.A., ,N.A.,Appliances,N, ,Company,, , , , , , ,35.0, ,,BBG00330ZXW3,N.A.,N.A.,N.A.,EA Global Trading Inc,N.A.,N.A.,N.A.,10004.0,20026.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,US, ,www.globalinc.us,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
158784,Fibam Cia Industrial,, ,Basic Materials,Iron/Steel,Steel-Specialty,BR,BR,BR,N.A.,N.A.,;2;6;1;1;Av Humberto Alencar Castelo;1;Banco 39 Piraporinha;1;Sao B. Do Campo;1;SP;1;09850-300;1;Brazil;,Y,Steel-Specialty,N, ,Company,158784.0,Fibam Cia Industrial, ,BR,FBMC4 BZ,BR,BR,12.0,Fibam Companhia Industrial,,BBG001FGRQG1,N.A.,BBG001FGRQG1,N.A.,Fibam Cia Industrial,N.A.,Fibam Cia Industrial,N.A.,10002.0,20012.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,BR, ,www.fibam.com.br,Y,N.A.,N.A.,N.A.,55-11-4343-4030,55-11-2139-5304,;2;1;1;1;FIBAM;,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
47312224,Earl DU Busquet,, , , , ,FR,FR,FR,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,Earl Du Busquet,,BBG00B2P12B9,N.A.,N.A.,N.A.,Earl DU Busquet,N.A.,N.A.,N.A.,,,969500PMWB2NDG2MMJ03,ACTIVE,Exploitation agricole a responsabilite limitee,20150830,20190910,N.A.,";2;3;1;1;810 RTE DE LA PACARRE;1;VARENNES, 82370;1;FR;",ISSUED, ,20200917,, ,FR, ,N.A.,Y,N.A.,EARL DU BUSQUET,N.A., , ,N.A.,N.A., ,INSTITUT NATIONAL DE LA STATISTIQUE ET DES ETUDES ECONOMIQUES,969500Q2MA9VBQ8BG884,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
34081554,RALI Series 2006-QO2 Trust,967641.0,RALI Trust,Financial,Diversified Finan Serv,Special Purpose Entity,US,US,US,N.A.,NY, ,N,Special Purpose Entity,N,Synthetic Parent,Mortgage,967641.0,RALI Trust, ,US,3062820Z US,US,US,439.0,RALI Series 2006-QO2 Trust,,BBG0042B1GC4,BBG001FP0ZW2,BBG001FP0ZW2,N.A.,RALI Series 2006-QO2 Trust,RALI Trust,RALI Trust,N.A.,10008.0,20054.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,967641.0,RALI Trust,US, ,N.A., ,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, , 
32328154,AMMC Law,, ,"Consumer, Non-cyclical",Commercial Services,Commercial Services,LU, , ,N.A.,N.A., ,N.A.,Commercial Services,N, ,"Company,LeadMgr",, , , , , , ,84.0, ,,BBG0038W4LH5,N.A.,N.A.,N.A.,AMMC Law,N.A.,N.A.,N.A.,10005.0,20038.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, , , ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
12842346,Prebon Technology Group Ltd,, ,Diversified,Holding Companies-Divers,Diversified Operations,GB, ,GB,N.A.,N.A.,";2;6;1;1;Tower 42, Level 37;1;25 Old Broad Street;1;London;1; ;1;EC2N 1HQ;1;United Kingdom;",N.A.,Diversified Operations,N, ,Company,, , , , , , ,133.0,Prebon Technology Group Limited,,BBG001GMG7W3,N.A.,N.A.,N.A.,Prebon Technology Group Ltd,N.A.,N.A.,N.A.,10006.0,20045.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A., ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
28017833,Grafobal Group AS,, ,Financial,Investment Companies,Investment Companies,SK,SK,SK,N.A.,N.A.,;2;6;1;1;Sasinkova 5;1; ;1;Bratislava;1; ;1;811 08;1;Slovakia;,Y,Investment Companies,N, ,Company,28017833.0,Grafobal Group AS,GRAFBA,SK,0316534D SK,SK,SK,168.0,GRAFOBAL GROUP akciova spolocnost,28017833.0,BBG002XQMY48,N.A.,BBG002XQMY48,BBG002XQMY48,Grafobal Group AS,N.A.,Grafobal Group AS,Grafobal Group AS,10008.0,20056.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A., ,www.grafobalgroup.sk,Y,N.A.,N.A.,N.A.,421-2-50-227-405,421-2-50-227-143,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,28017833.0,Grafobal Group AS,SK,N, ,PRIV
60140234,Evinco Terminals LLC,, ,Financial,Real Estate,Real Estate Oper/Develop,US, ,US,N.A.,N.A.,;2;6;1;1;143 Harding Avenue;1; ;1;Bellmawr;1;NJ;1;08031;1;United States;,N.A.,Real Estate Oper/Develop,N, ,Company,, , , , , , ,672.0, ,,BBG00KP4LYM7,N.A.,N.A.,N.A.,Evinco Terminals LLC,N.A.,N.A.,N.A.,10008.0,20058.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,US, ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
52125383,5200 Yonge LP,, ,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer,CA,CA,CA,ON,N.A.,;2;6;1;1; ;1; ;1; ;1;ON;1; ;1;Canada;,Y,Bldg-Residential/Commer,N, ,Company,52125383.0,5200 Yonge LP,YONGLP,CA,1479081D CN,CA,CA,33.0, ,52125383.0,BBG00FN66P32,N.A.,BBG00FN66P32,BBG00FN66P32,5200 Yonge LP,N.A.,5200 Yonge LP,5200 Yonge LP,10004.0,20025.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,CA, ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,52125383.0,5200 Yonge LP,CA,N, ,PRIV
20626372,Kinokuni Jutaku Co Ltd,, ,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer,JP,JP,JP,N.A.,N.A., ,N.A.,Bldg-Residential/Commer,N, ,Company,, , , , , , ,33.0, ,,BBG002PDMMQ8,N.A.,N.A.,N.A.,Kinokuni Jutaku Co Ltd,N.A.,N.A.,N.A.,10004.0,20025.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,JP, ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
33765673,NAM Nguyet Trading Ltd Co,, ,"Consumer, Non-cyclical",Beverages,Coffee,VN,VN,VN,N.A.,N.A., ,N.A.,Coffee,N, ,Company,, , , , , , ,82.0, ,,BBG003QTZQL2,N.A.,N.A.,N.A.,NAM Nguyet Trading Ltd Co,N.A.,N.A.,N.A.,10005.0,20036.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A., ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
26968967,Impact Therapy Associates,, ,"Consumer, Non-cyclical",Commercial Services,Commercial Services,US,US,US,WV,N.A., ,N.A.,Commercial Services,N, ,Company,, , , , , , ,84.0, ,,BBG001ZZKDS0,N.A.,N.A.,N.A.,Impact Therapy Associates,N.A.,N.A.,N.A.,10005.0,20038.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,US, ,www.impacttherapy.com,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
59046247,Arhe OU,, , , , ,EE,EE,EE,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,ArHe OU,,BBG00JZDHLL3,N.A.,N.A.,N.A.,Arhe OU,N.A.,N.A.,N.A.,,,2549007UI091HD5CCT09,ACTIVE,Osauhing,20180206,20200210,N.A.,";2;3;1;1;Jaama tn 53a-2;1;Polva, EE-65 63303;1;EE;",ISSUED, ,20210210,, ,EE, ,N.A.,Y,N.A.,ArHe OU,N.A., , ,N.A.,N.A., ,Bloomberg Finance L.P.,5493001KJTIIGC8Y1R12,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
41376655,PPHU Kam Pol Import Eksport,, ,"Consumer, Non-cyclical",Food,Food-Wholesale/Distrib,PL,PL,PL,N.A.,N.A.,;2;6;1;1;15 Grudnia 10;1; ;1;Biala Rawska;1; ;1;96-230;1;Poland;,N.A.,Food-Wholesale/Distrib,N, ,Company,, , , , , , ,113.0, ,,BBG006SZ2J95,N.A.,N.A.,N.A.,PPHU Kam Pol Import Eksport,N.A.,N.A.,N.A.,10005.0,20040.0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,PL, ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
63100749,Proimancha Ingenieria y Construccion SL,, , , , ,ES,ES,ES,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,Proimancha Ingenieria y Construccion SL,,BBG00N6NLZZ3,N.A.,N.A.,N.A.,Proimancha Ingenieria y Construccion SL,N.A.,N.A.,N.A.,,,959800T0B1ER9FHMRH68,ACTIVE,Sociedad de Responsablidad Limitada,20190124,20200124,N.A.,";2;3;1;1;CARRETERA NAVALPINO 5;1;Piedrabuena, 13100;1;ES;",LAPSED, ,20200124,, ,ES, ,N.A.,Y,N.A.,PROIMANCHA INGENIERIA Y CONSTRUCCION S.L.,N.A., , ,N.A.,N.A., ,"COLEGIO DE REGISTRADORES DE LA PROPIEDAD, MERCANTILES Y BIENES MUEBLES DE ESPANA",959800R2X69K6Y6MX775,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
40140560,CIB Befek Alap Zart Muk Resz-Cib Euro Szelessav Tokevedett Szarmaztatott Alap,, , , , ,HU,HU, ,N.A.,N.A., ,N.A., ,N, ,Funds,, , , , , , ,, ,,BBG006F3FN33,N.A.,N.A.,N.A.,CIB Befek Alap Zart Muk Resz-Cib Euro Szelessav Tokevedett Szarmaztatott Alap,N.A.,N.A.,N.A.,,,529900VTNKSODQ6X6Y91,INACTIVE,Befektetesi alap,20140219,20180228,N.A.,";2;3;1;1;Medve u 4-14.;1;Budapest, HU-BU 1027;1;HU;",RETIRED, ,20150219,, , , ,N.A., ,N.A.,CIB Euro Szelessav Tokevedett Szarmaztatott Alap,N.A., , ,N.A.,N.A., ,"Herausgebergemeinschaft Wertpapier-Mitteilungen Keppler, Lehmann GmbH & Co. KG",5299000J2N45DDNE4Y28,FULLY_CORROBORATED,, ,N.A.,N, , 
58498385,E +A Consultants,, , , , ,FR,FR,FR,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,,E +A Consultants,,BBG00JQ20HZ9,N.A.,N.A.,N.A.,E +A Consultants,N.A.,N.A.,N.A.,,,969500MMOS7N2P3F9Q42,ACTIVE,"SAS, societe par actions simplifiee",20180106,20190106,N.A.,";2;3;1;1;24 RTE DE LORRY;1;METZ, 57050;1;FR;",LAPSED, ,20190106,, ,FR, ,N.A.,Y,N.A.,E + A CONSULTANTS,N.A., , ,N.A.,N.A., ,INSTITUT NATIONAL DE LA STATISTIQUE ET DES ETUDES ECONOMIQUES,969500Q2MA9VBQ8BG884,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
14034143,West Midlands International Trade LLP,, , , , ,GB, ,GB,N.A.,N.A., ,N.A., ,N, ,Company,, , , , , , ,, ,,BBG001H71WY4,N.A.,N.A.,N.A.,West Midlands International Trade LLP,N.A.,N.A.,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A., ,N.A.,Y,N.A.,N.A.,N.A., , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
42342627,Pru Invesco Perpetual Monthly Income Plus S2-Life,13338094.0,Prudential Assurance/United Kingdom, , , ,GB,GB, ,N.A.,N.A., ,N, ,N,Fund Entity,Funds,112122.0,Prudential PLC, ,GB,PRU LN,GB,GB,, ,,BBG0076D4T92,BBG001GYZNH8,BBG001FFBB28,N.A.,Pru Invesco Perpetual Monthly Income Plus S2-Life,Prudential Assurance/United Ki,Prudential PLC,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, , , ,N.A., ,PRUFIN,N.A.,5493001Z3ZE83NGK8Y12, , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, , 
13121236,Graziano Trasmissioni Group SpA,151834.0,OC Oerlikon Textile Holding AG, , , ,IT,IT,CH,N.A.,N.A., ,N, ,N,Subsidiary,Company,117826.0,OC Oerlikon Corp AG, ,CH,OERL SW,CH,CH,, ,,BBG001GX4JH3,BBG001FG5LZ5,BBG001GDFCJ8,N.A.,Graziano Trasmissioni Group SpA,OC Oerlikon Textile Holding AG,OC Oerlikon Corp AG,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,151834.0,OC Oerlikon Textile Holding AG,CH, ,N.A.,Y,OERLSW,N.A.,529900I8VLAZR2FJ0M10, , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
40601705,LNR Bressi Commercial LLC,16377339.0,Starwood Property Trust Inc, , , ,US,US,US,N.A.,CA, ,N, ,N,Related Entities,Company,16377339.0,Starwood Property Trust Inc, ,US,STWD US,US,US,,"LNR Bressi Commercial, LLC",,BBG006KYBF94,BBG001FMCSJ7,BBG001FMCSJ7,N.A.,LNR Bressi Commercial LLC,Starwood Property Trust Inc,Starwood Property Trust Inc,N.A.,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,16377339.0,Starwood Property Trust Inc,US, ,N.A.,Y,STWD,N.A.,BUGSFQZERKRBFWIG5267, , ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,, ,N.A.,N, ,PRIV
198990,Cesky Porcelan AS,, ,"Consumer, Cyclical",Housewares,Housewares,CZ,CZ,CZ,N.A.,N.A., ,N.A.,Housewares,N, ,Company,, , , , , , ,231.0,"Cesky porcelan, akciova spolecnost",,BBG001FJDWL1,N.A.,N.A.,N.A.,Cesky Porcelan AS,N.A.,N.A.,N.A.,10004.0,20027.0,315700KS64JEM30U0753,ACTIVE,Akciova spolecnost,20140213,20200220,N.A.,";2;3;1;1;Tovarni 605/17;1;Dubi, 417 01;1;CZ;",LAPSED, ,20200213,, ,CZ, ,N.A.,Y,N.A.,"Cesky porcelan, akciova spolecnost",N.A., , ,N.A.,N.A., ,CSD Prague,315700LK78Z7C0WMIL03,FULLY_CORROBORATED,, ,N.A.,N, ,PRIV
